Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Harden, James",SG,95,"$13,500",hou,nyk,away, 114-110,40:00,   61pt 15rb 4as 5st 5to 5trey 17-38fg 22-25ft,61,15,4,5,0,5,5,17,38,22,25
"Mitchell, Donovan",SG,61.2,"$8,300",uta,den,home, 114-108,38:23,   35pt 6rb 6as 2st 2bl 2to 6trey 12-25fg 5-9ft,35,6,6,2,2,2,6,12,25,5,9
"Simmons, Ben",PG,55.5,"$9,900",phi,sas,home, 122-120,35:23,   21pt 10rb 15as 1st 3to 9-14fg 3-4ft,21,10,15,1,0,3,0,9,14,3,4
"Russell, D'Angelo",SG,51.4,"$8,600",bkn,orl,home, 114-110,33:44,   25pt 7rb 10as 2st 3to 3trey 9-21fg 4-5ft,25,7,10,2,0,3,3,9,21,4,5
"Trier, Allonzo",SG,47.5,"$4,400",nyk,hou,home, 110-114,32:37,   31pt 10rb 3as 1st 3to 2trey 12-18fg 5-5ft,31,10,3,1,0,3,2,12,18,5,5
"Walker, Kemba",PG,45.9,"$9,000",cha,mem,away, 118-107,38:58,   22pt 2rb 7as 4st 1to 3trey 9-17fg 1-2ft,22,2,7,4,0,1,3,9,17,1,2
"Rozier, Terry",PG,45.6,"$4,500",bos,cle,home, 123-103,29:47,   26pt 8rb 6as 1st 2to 4trey 9-13fg 4-4ft,26,8,6,1,0,2,4,9,13,4,4
"Holiday, Jrue",SG,45.5,"$9,500",nor,det,home, 94-98,38:11,   29pt 5rb 7as 14-24fg 1-2ft,29,5,7,0,0,0,0,14,24,1,2
"DeRozan, DeMar",SG,44.3,"$7,700",sas,phi,away, 120-122,37:06,   26pt 9rb 3as 2st 1bl 6to 12-19fg 2-3ft,26,9,3,2,1,6,0,12,19,2,3
"Burks, Alec",SG,39.8,"$3,800",cle,bos,away, 103-123,25:33,   10pt 9rb 6as 2st 2bl 2to 1trey 3-8fg 3-4ft,10,9,6,2,2,2,1,3,8,3,4
"Dinwiddie, Spencer",PG,39.1,"$5,800",bkn,orl,home, 114-110,30:22,   29pt 3rb 3as 1st 1to 2trey 10-17fg 7-8ft,29,3,3,1,0,1,2,10,17,7,8
"Craig, Torrey",SG,37.6,"$3,700",den,uta,away, 108-114,38:23,   7pt 8rb 2as 2st 4bl 3-8fg 1-4ft,7,8,2,2,4,0,0,3,8,1,4
"LaVine, Zach",SG,36.8,"$7,100",chi,atl,home, 101-121,34:09,   23pt 4rb 4as 2st 3to 2trey 6-15fg 9-10ft,23,4,4,2,0,3,2,6,15,9,10
"Collison, Darren",PG,36.8,"$6,200",ind,tor,home, 110-106,32:08,   17pt 4rb 8as 1st 5-13fg 7-8ft,17,4,8,1,0,0,0,5,13,7,8
"Dunn, Kris",PG,36.3,"$7,400",chi,atl,home, 101-121,26:46,   16pt 4rb 3as 2st 2bl 1to 1trey 5-11fg 5-6ft,16,4,3,2,2,1,1,5,11,5,6
"Augustin, D.J.",PG,35.6,"$4,600",orl,bkn,away, 110-114,28:05,   19pt 3rb 6as 2st 2to 2trey 5-11fg 7-7ft,19,3,6,2,0,2,2,5,11,7,7
"White, Derrick",PG,35.3,"$5,400",sas,phi,away, 120-122,36:15,   15pt 4rb 5as 2st 1bl 1to 1trey 6-9fg 2-2ft,15,4,5,2,1,1,1,6,9,2,2
"Conley, Mike",PG,34.9,"$8,600",mem,cha,home, 107-118,36:01,   31pt 2rb 1as 1st 3to 2trey 10-17fg 9-9ft,31,2,1,1,0,3,2,10,17,9,9
"Lowry, Kyle",PG,34.5,"$7,500",tor,ind,away, 106-110,36:34,   20pt 5rb 7as 1bl 5to 3trey 6-13fg 5-6ft,20,5,7,0,1,5,3,6,13,5,6
"Williams, Louis",SG,33,"$6,500",lac,mia,away, 111-99,21:08,   13pt 5rb 6as 1st 1bl 1to 1trey 5-12fg 2-4ft,13,5,6,1,1,1,1,5,12,2,4
"Brown, Jaylen",SG,32.2,"$4,300",bos,cle,home, 123-103,25:11,   23pt 6rb 1st 1to 2trey 8-12fg 5-6ft,23,6,0,1,0,1,2,8,12,5,6
"Young, Trae",PG,31.4,"$7,100",atl,chi,away, 121-101,32:45,   5pt 7rb 12as 1st 3to 1trey 1-12fg 2-2ft,5,7,12,1,0,3,1,1,12,2,2
"Gordon, Eric",SG,28.8,"$5,300",hou,nyk,away, 114-110,36:36,   20pt 4rb 2st 2to 3trey 8-15fg 1-3ft,20,4,0,2,0,2,3,8,15,1,3
"Rubio, Ricky",PG,28.6,"$6,300",uta,den,home, 114-108,24:13,   17pt 3rb 6as 1to 2trey 6-10fg 3-3ft,17,3,6,0,0,1,2,6,10,3,3
"Hardaway Jr., Tim",SG,27.3,"$5,700",nyk,hou,home, 110-114,35:10,   21pt 4rb 1as 4trey 6-16fg 5-5ft,21,4,1,0,0,0,4,6,16,5,5
"Johnson, Tyler",PG,26.9,"$4,300",mia,lac,home, 99-111,35:30,   15pt 2rb 5as 1bl 1to 1trey 5-11fg 4-6ft,15,2,5,0,1,1,1,5,11,4,6
"Lamb, Jeremy",SG,26.8,"$6,000",cha,mem,away, 118-107,29:52,   17pt 4rb 4as 1to 1trey 5-9fg 6-7ft,17,4,4,0,0,1,1,5,9,6,7
"Jackson, Reggie",PG,26.5,"$5,000",det,nor,away, 98-94,30:01,   17pt 5rb 3as 1to 4trey 6-11fg 1-2ft,17,5,3,0,0,1,4,6,11,1,2
"McConnell, T.J.",PG,26.4,"$4,200",phi,sas,home, 122-120,21:28,   10pt 2rb 8as 1st 1to 5-7fg,10,2,8,1,0,1,0,5,7,0,0
"Shamet, Landry",PG,26,"$3,700",phi,sas,home, 122-120,22:19,   14pt 2as 3st 3trey 5-7fg 1-1ft,14,0,2,3,0,0,3,5,7,1,1
"Wade, Dwyane",SG,24.6,"$4,900",mia,lac,home, 99-111,23:19,   13pt 3rb 4as 1st 1to 6-14fg 1-2ft,13,3,4,1,0,1,0,6,14,1,2
"Sexton, Collin",PG,23.7,"$5,000",cle,bos,away, 103-123,31:15,   16pt 6rb 3as 4to 2trey 6-15fg 2-4ft,16,6,3,0,0,4,2,6,15,2,4
"Parker, Tony",PG,23.5,"$3,600",cha,mem,away, 118-107,16:56,   17pt 3as 1st 1to 7-11fg 3-4ft,17,0,3,1,0,1,0,7,11,3,4
"Forbes, Bryn",PG,23.2,"$4,300",sas,phi,away, 120-122,31:24,   14pt 6rb 2as 1to 4trey 5-9fg,14,6,2,0,0,1,4,5,9,0,0
"Harrison, Shaquille",PG,22.3,"$3,500",chi,atl,home, 101-121,20:00,   7pt 4rb 3as 1st 1bl 2-9fg 3-3ft,7,4,3,1,1,0,0,2,9,3,3
"Mills, Patty",PG,21.7,"$3,800",sas,phi,away, 120-122,23:03,   17pt 1rb 1as 1st 1to 3trey 6-10fg 2-3ft,17,1,1,1,0,1,3,6,10,2,3
"Grant, Jerian",PG,21.5,"$3,500",orl,bkn,away, 110-114,18:51,   6pt 5rb 3as 1st 1bl 1to 1trey 1-5fg 3-4ft,6,5,3,1,1,1,1,1,5,3,4
"Bradley, Avery",SG,20.9,"$3,900",lac,mia,away, 111-99,34:44,   12pt 2rb 3as 1st 1to 2trey 5-11fg,12,2,3,1,0,1,2,5,11,0,0
"Belinelli, Marco",SG,20.9,"$4,500",sas,phi,away, 120-122,22:53,   16pt 2rb 1as 1bl 2to 4trey 5-9fg 2-2ft,16,2,1,0,1,2,4,5,9,2,2
"Bullock, Reggie",SG,20.7,"$5,000",det,nor,away, 98-94,26:48,   5pt 6rb 5as 1bl 2to 1trey 2-12fg,5,6,5,0,1,2,1,2,12,0,0
"Green, Danny",SG,20.5,"$5,000",tor,ind,away, 106-110,26:52,   10pt 5rb 3as 2trey 3-9fg 2-2ft,10,5,3,0,0,0,2,3,9,2,2
"Lin, Jeremy",PG,20.4,"$4,600",atl,chi,away, 121-101,21:42,   15pt 2rb 4as 3to 2trey 6-10fg 1-3ft,15,2,4,0,0,3,2,6,10,1,3
"Wanamaker, Brad",PG,19.9,"$3,700",bos,cle,home, 123-103,20:18,   11pt 2rb 3as 1bl 1to 3trey 3-5fg 2-2ft,11,2,3,0,1,1,3,3,5,2,2
"VanVleet, Fred",PG,18.9,"$4,600",tor,ind,away, 106-110,37:24,   14pt 2rb 3as 2to 2trey 5-14fg 2-2ft,14,2,3,0,0,2,2,5,14,2,2
"Gilgeous-Alexander, Shai",PG,18.9,"$4,500",lac,mia,away, 111-99,30:50,   10pt 2rb 3as 1st 1to 5-10fg,10,2,3,1,0,1,0,5,10,0,0
"Rivers, Austin",SG,18.4,"$4,600",hou,nyk,away, 114-110,33:50,   4pt 2rb 4as 1st 1bl 2-7fg,4,2,4,1,1,0,0,2,7,0,0
"Temple, Garrett",SG,18.1,"$4,200",mem,cha,home, 107-118,36:32,   5pt 3rb 3as 1st 1bl 1to 1trey 2-5fg,5,3,3,1,1,1,1,2,5,0,0
"Mudiay, Emmanuel",PG,17.8,"$6,300",nyk,hou,home, 110-114,28:11,   14pt 4rb 2as 1st 7to 1trey 4-9fg 5-6ft,14,4,2,1,0,7,1,4,9,5,6
"Beverley, Patrick",PG,17.2,"$5,500",lac,mia,away, 111-99,34:02,   4pt 6rb 2as 1st 1-5fg 2-2ft,4,6,2,1,0,0,0,1,5,2,2
"Holiday, Justin",SG,16.7,"$5,000",mem,cha,home, 107-118,40:23,   10pt 6rb 1as 2to 2trey 4-11fg,10,6,1,0,0,2,2,4,11,0,0
"Joseph, Cory",PG,16.6,"$3,800",ind,tor,home, 110-106,31:33,   7pt 3rb 4as 1trey 3-10fg,7,3,4,0,0,0,1,3,10,0,0
"Smart, Marcus",SG,16.2,"$5,300",bos,cle,home, 123-103,25:07,   9pt 1rb 4as 1st 3to 2trey 2-7fg 3-3ft,9,1,4,1,0,3,2,2,7,3,3
