Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Young, Trae",PG,60.7,"$10,300",atl,cle,away, 118-121,36:08,   30pt 6rb 11as 4st 5to 5trey 9-21fg 7-9ft,30,6,11,4,0,5,5
"Harden, James",SG,53.5,"$12,000",hou,sac,away, 113-104,37:42,   34pt 5rb 5as 2st 1bl 3to 4trey 10-19fg 10-12ft,34,5,5,2,1,3,4
"Simmons, Ben",PG,53.1,"$7,900",phi,det,away, 125-109,37:16,   16pt 13rb 17as 4to 8-14fg,16,13,17,0,0,4,0
"DeRozan, DeMar",SG,51.6,"$6,500",sas,mem,away, 145-115,28:59,   26pt 3rb 10as 3st 2to 10-11fg 6-6ft,26,3,10,3,0,2,0
"Fox, De'Aaron",PG,50.8,"$6,700",sac,hou,home, 104-113,35:58,   31pt 9rb 6as 1st 3to 1trey 13-21fg 4-9ft,31,9,6,1,0,3,1
"VanVleet, Fred",SG,48.9,"$7,500",tor,ind,away, 115-120,41:10,   21pt 2rb 11as 2st 2bl 3to 1trey 8-18fg 4-4ft,21,2,11,2,2,3,1
"Lowry, Kyle",PG,48.7,"$8,400",tor,ind,away, 115-120,43:47,   30pt 6rb 9as 1st 5to 5trey 10-21fg 5-6ft,30,6,9,1,0,5,5
"Beal, Bradley",SG,48.3,"$9,400",was,nyk,away, 121-115,36:32,   30pt 4rb 3as 2st 2bl 3to 2trey 13-38fg 2-4ft,30,4,3,2,2,3,2
"Westbrook, Russell",PG,45.4,"$9,600",hou,sac,away, 113-104,40:06,   28pt 7rb 6as 1st 3to 3trey 10-22fg 5-6ft,28,7,6,1,0,3,3
"Murray, Jamal",PG,44.1,"$7,300",den,pho,away, 113-111,35:08,   28pt 3rb 7as 2st 4to 4trey 12-19fg,28,3,7,2,0,4,4
"Holiday, Aaron",PG,40.2,"$4,200",ind,tor,home, 120-115,30:53,   19pt 1rb 10as 1st 1bl 1to 5trey 7-16fg,19,1,10,1,1,1,5
"Rubio, Ricky",PG,39.9,"$7,100",pho,den,home, 111-113,34:10,   21pt 7rb 9as 1st 6to 2trey 9-12fg 1-1ft,21,7,9,1,0,6,2
"LaVine, Zach",SG,39.6,"$8,000",chi,orl,away, 95-103,38:10,   26pt 8rb 2as 1st 1bl 5to 3trey 8-26fg 7-7ft,26,8,2,1,1,5,3
"Russell, D'Angelo",SG,37.8,"$8,300",gsw,min,home, 113-104,33:21,   30pt 4rb 4as 3to 5trey 8-18fg 9-10ft,30,4,4,0,0,3,5
"Sexton, Collin",PG,37.7,"$5,600",cle,atl,home, 121-118,35:48,   25pt 6rb 3as 1st 2to 12-20fg 1-2ft,25,6,3,1,0,2,0
"Butler, Jimmy",SG,37.6,"$8,400",mia,uta,home, 107-104,34:04,   20pt 8rb 2as 2st 1to 7-15fg 6-7ft,20,8,2,2,0,1,0
"Rose, Derrick",PG,37.1,"$5,500",det,phi,home, 109-125,25:18,   16pt 3rb 7as 2st 1bl 2to 7-14fg 2-2ft,16,3,7,2,1,2,0
"Holiday, Jrue",SG,36.7,"$8,200",nor,por,away, 102-94,37:31,   21pt 6rb 5as 1st 2to 4trey 7-21fg 3-3ft,21,6,5,1,0,2,4
"McLaughlin, Jordan",PG,36.4,"$3,500",min,gsw,away, 104-113,22:20,   19pt 2rb 4as 3st 3trey 7-13fg 2-2ft,19,2,4,3,0,0,3
"Payton, Elfrid",PG,35.4,"$5,200",nyk,was,home, 115-121,30:12,   5pt 7rb 12as 1st 1bl 2to 1trey 2-8fg,5,7,12,1,1,2,1
"Lillard, Damian",PG,35.1,"$9,300",por,nor,home, 94-102,36:53,   18pt 3rb 7as 2st 3to 6-21fg 6-6ft,18,3,7,2,0,3,0
"Korkmaz, Furkan",SG,34.8,"$3,500",phi,det,away, 125-109,21:43,   21pt 4rb 3st 3trey 9-16fg,21,4,0,3,0,0,3
"Ross, Terrence",SG,33.8,"$4,200",orl,chi,home, 103-95,31:27,   26pt 4rb 1st 6trey 8-17fg 4-4ft,26,4,0,1,0,0,6
"Satoransky, Tomas",PG,33.7,"$5,500",chi,orl,away, 95-103,33:22,   20pt 6rb 3as 1st 1to 4trey 8-12fg,20,6,3,1,0,1,4
"Dunn, Kris",PG,33,"$5,400",chi,orl,away, 95-103,31:34,   8pt 5rb 6as 3st 1bl 2to 1trey 3-6fg 1-2ft,8,5,6,3,1,2,1
"Huerter, Kevin",SG,32.4,"$5,400",atl,cle,away, 118-121,31:44,   19pt 2rb 2as 3st 1to 5trey 7-12fg,19,2,2,3,0,1,5
"McCollum, C.J.",SG,32.3,"$7,200",por,nor,home, 94-102,38:24,   20pt 4rb 3as 1st 2trey 9-22fg,20,4,3,1,0,0,2
"Mitchell, Donovan",SG,32.1,"$8,000",uta,mia,away, 104-107,38:50,   13pt 3rb 7as 3st 4to 1trey 5-18fg 2-4ft,13,3,7,3,0,4,1
"Wiggins, Andrew",SG,31.4,"$7,500",min,gsw,away, 104-113,38:36,   22pt 7rb 2as 1bl 5to 1trey 10-27fg 1-2ft,22,7,2,0,1,5,1
"Smith, Ishmael",PG,30.8,"$4,500",was,nyk,away, 121-115,25:11,   17pt 4rb 4as 1bl 1trey 8-14fg 0-2ft,17,4,4,0,1,0,1
"Barrett, RJ",SG,30.2,"$5,500",nyk,was,home, 115-121,35:32,   18pt 6rb 4as 1st 4to 2trey 8-15fg,18,6,4,1,0,4,2
"Morant, Ja",PG,29.6,"$7,200",mem,sas,home, 115-145,30:25,   19pt 3rb 4as 1st 2to 1trey 7-14fg 4-5ft,19,3,4,1,0,2,1
"Lamb, Jeremy",SG,28.6,"$4,800",ind,tor,home, 120-115,35:18,   12pt 3rb 4as 3st 2to 2trey 4-9fg 2-2ft,12,3,4,3,0,2,2
"Murray, Dejounte",PG,28.2,"$6,000",sas,mem,away, 145-115,28:12,   14pt 6rb 4as 2st 5to 7-10fg,14,6,4,2,0,5,0
"Herro, Tyler",SG,28.2,"$4,400",mia,uta,home, 107-104,27:06,   17pt 6rb 2as 1st 2to 3trey 7-13fg,17,6,2,1,0,2,3
"Lee, Damion",SG,27.9,"$4,300",gsw,min,home, 113-104,28:21,   14pt 7rb 3as 1st 2to 2trey 4-9fg 4-4ft,14,7,3,1,0,2,2
"White, Derrick",PG,26.2,"$4,000",sas,mem,away, 145-115,19:48,   7pt 6rb 4as 2st 1trey 3-4fg,7,6,4,2,0,0,1
"Dotson, Damyean",SG,25.9,"$3,500",nyk,was,home, 115-121,27:10,   19pt 2rb 3as 5trey 7-13fg 0-2ft,19,2,3,0,0,0,5
