Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Walker, Kemba",PG,66.7,"$8,900",cha,bos,home, 124-117,34:31,   36pt 11rb 9as 2st 2to 6trey 11-25fg 8-8ft,36,11,9,2,0,2,6
"Simmons, Ben",PG,57.7,"$9,500",phi,atl,away, 127-129,35:02,   21pt 6rb 9as 4st 2bl 2to 9-16fg 3-4ft,21,6,9,4,2,2,0
"Doncic, Luka",SG,57.2,"$9,600",dal,gsw,away, 126-91,27:21,   23pt 11rb 10as 3st 3to 4trey 6-14fg 7-11ft,23,11,10,3,0,3,4
"Young, Trae",PG,52.7,"$7,700",atl,phi,home, 129-127,32:44,   32pt 6rb 11as 1bl 6to 4trey 11-20fg 6-7ft,32,6,11,0,1,6,4
"Booker, Devin",SG,52.4,"$9,300",pho,sac,away, 103-112,39:02,   32pt 2rb 10as 2st 3to 2trey 10-27fg 10-10ft,32,2,10,2,0,3,2
"Irving, Kyrie",PG,51.4,"$10,400",bos,cha,away, 117-124,34:43,   31pt 7rb 6as 2st 3to 4trey 12-23fg 3-4ft,31,7,6,2,0,3,4
"Brown, Jaylen",SG,47.8,"$4,800",bos,cha,away, 117-124,30:22,   29pt 4rb 4as 1st 2bl 1to 5trey 10-13fg 4-7ft,29,4,4,1,2,1,5
"Butler, Jimmy",SG,46.2,"$8,400",phi,atl,away, 127-129,36:01,   25pt 6rb 4as 2st 1bl 1to 6-13fg 13-13ft,25,6,4,2,1,1,0
"Lillard, Damian",PG,44.7,"$10,800",por,det,home, 117-112,37:06,   28pt 6rb 9as 4to 6trey 9-16fg 4-5ft,28,6,9,0,0,4,6
"Hield, Buddy",SG,40.4,"$7,400",sac,pho,home, 112-103,35:57,   25pt 7rb 2as 1st 1bl 2to 7trey 9-20fg,25,7,2,1,1,2,7
"Wade, Dwyane",SG,39.3,"$5,400",mia,was,away, 113-108,28:01,   20pt 9rb 5as 1st 2to 2trey 9-16fg 0-2ft,20,9,5,1,0,2,2
"Conley, Mike",PG,34.1,"$9,400",mem,min,home, 99-112,35:10,   23pt 3rb 3as 2st 3to 2trey 7-17fg 7-8ft,23,3,3,2,0,3,2
"Okogie, Josh",SG,32.2,"$4,800",min,mem,away, 112-99,33:02,   17pt 6rb 4as 1st 1bl 4to 1trey 5-11fg 6-6ft,17,6,4,1,1,4,1
"Satoransky, Tomas",PG,31.6,"$7,100",was,mia,home, 108-113,36:03,   12pt 8rb 8as 2to 1trey 5-13fg 1-2ft,12,8,8,0,0,2,1
"Jones, Tyus",PG,31.1,"$5,400",min,mem,away, 112-99,34:58,   12pt 3rb 9as 1st 1to 1trey 4-8fg 3-3ft,12,3,9,1,0,1,1
"Fox, De'Aaron",PG,30.3,"$8,900",sac,pho,home, 112-103,33:49,   13pt 4rb 9as 1st 4to 3-12fg 7-8ft,13,4,9,1,0,4,0
"Wright, Delon",SG,29.8,"$5,600",mem,min,home, 99-112,26:51,   12pt 4rb 6as 2st 2to 2trey 5-10fg,12,4,6,2,0,2,2
"Mitchell, Donovan",SG,29.1,"$9,100",uta,chi,away, 114-83,26:12,   16pt 8rb 3as 1to 2trey 5-8fg 4-4ft,16,8,3,0,0,1,2
"Jackson, Reggie",PG,28.9,"$5,200",det,por,away, 112-117,28:12,   24pt 2rb 1as 1st 2to 4trey 9-16fg 2-2ft,24,2,1,1,0,2,4
"Harrison, Shaquille",PG,27.8,"$4,500",chi,uta,home, 83-114,38:58,   6pt 9rb 2as 1st 2bl 1to 2-9fg 2-2ft,6,9,2,1,2,1,0
"Wiggins, Andrew",SG,27.3,"$6,600",min,mem,away, 112-99,34:44,   22pt 4rb 1as 1bl 4to 1trey 9-15fg 3-3ft,22,4,1,0,1,4,1
"Waiters, Dion",SG,27.1,"$4,100",mia,was,away, 113-108,26:53,   19pt 3rb 3as 4trey 7-13fg 1-1ft,19,3,3,0,0,0,4
"Beal, Bradley",SG,25.1,"$10,100",was,mia,home, 108-113,34:11,   16pt 3rb 3as 1st 2to 2trey 6-14fg 2-4ft,16,3,3,1,0,2,2
"Huerter, Kevin",SG,24.1,"$4,200",atl,phi,home, 129-127,27:20,   7pt 3rb 5as 2st 1trey 3-7fg,7,3,5,2,0,0,1
"Daniels, Troy",SG,24.1,"$3,500",pho,sac,away, 103-112,24:32,   16pt 3rb 1as 1bl 4trey 5-11fg 2-2ft,16,3,1,0,1,0,4
"Curry, Seth",PG,23.5,"$4,000",por,det,home, 117-112,31:53,   16pt 5rb 1as 1trey 5-9fg 5-5ft,16,5,1,0,0,0,1
"Brunson, Jalen",PG,23.3,"$6,000",dal,gsw,away, 126-91,23:37,   11pt 4rb 5as 1trey 5-9fg,11,4,5,0,0,0,1
"Kennard, Luke",SG,23.1,"$4,200",det,por,away, 112-117,28:50,   13pt 3rb 5as 1to 1trey 6-11fg,13,3,5,0,0,1,1
"Cook, Quinn",PG,22.7,"$3,500",gsw,dal,home, 91-126,26:34,   7pt 6rb 7as 2to 1trey 3-10fg,7,6,7,0,0,2,1
"Smith, Ishmael",PG,22.6,"$4,900",det,por,away, 112-117,19:48,   9pt 3rb 4as 2st 2to 1trey 4-9fg,9,3,4,2,0,2,1
"Rubio, Ricky",PG,22.3,"$6,700",uta,chi,away, 114-83,22:45,   12pt 4rb 3as 1st 2to 6-11fg,12,4,3,1,0,2,0
"Smart, Marcus",SG,20.4,"$5,200",bos,cha,away, 117-124,25:17,   6pt 2rb 8as 1st 3to 2trey 2-10fg,6,2,8,1,0,3,2
"Lamb, Jeremy",SG,19.6,"$7,200",cha,bos,home, 124-117,28:32,   8pt 8rb 1bl 1to 2trey 3-11fg,8,8,0,0,1,1,2
