Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM
"Curry, Stephen",PG,55.7,"$9,400",gsw,por,home, 116-94,35:29,   36pt 6rb 7as 1st 1to 9trey 12-23fg 3-3ft,36,6,7,1,0,1,9
"Thompson, Klay",SG,44.7,"$7,300",gsw,por,home, 116-94,37:29,   26pt 1rb 3as 3st 2bl 2to 3trey 10-24fg 3-3ft,26,1,3,3,2,2,3
"Lillard, Damian",PG,25.8,"$9,500",por,gsw,away, 94-116,36:33,   19pt 4rb 6as 7to 2trey 4-12fg 9-9ft,19,4,6,0,0,7,2
"Iguodala, Andre",SG,22.1,"$6,500",gsw,por,home, 116-94,30:44,   4pt 3rb 5as 2st 1bl 2to 2-3fg,4,3,5,2,1,2,0
"McCollum, C.J.",SG,19.1,"$8,600",por,gsw,away, 94-116,37:51,   17pt 3rb 1as 3to 1trey 7-19fg 2-3ft,17,3,1,0,0,3,1
"Curry, Seth",PG,18.6,"$3,800",por,gsw,away, 94-116,19:24,   3pt 3rb 2as 2st 1bl 1trey 1-7fg,3,3,2,2,1,0,1
"Cook, Quinn",PG,10.4,"$3,500",gsw,por,home, 116-94,12:55,   8pt 2rb 2trey 2-5fg 2-2ft,8,2,0,0,0,0,2
"Livingston, Shaun",PG,5.7,"$3,600",gsw,por,home, 116-94,12:30,   4pt 1rb 1as 1to 1-2fg 2-2ft,4,1,1,0,0,1,0
"Trent Jr., Gary",SG,0,"$3,500",por,gsw,away, 94-116,NA,   ,0,0,0,0,0,0,0
"Green, Draymond",PF,42.5,"$8,200",gsw,por,home, 116-94,34:19,   12pt 10rb 5as 2st 3bl 4to 1trey 5-11fg 1-2ft,12,10,5,2,3,4,1
"Harkless, Maurice",SF,33.3,"$4,000",por,gsw,away, 94-116,29:34,   17pt 4rb 1as 1st 3bl 2to 1trey 7-12fg 2-2ft,17,4,1,1,3,2,1
"Hood, Rodney",SF,24.1,"$4,600",por,gsw,away, 94-116,26:12,   17pt 3rb 1as 1st 1to 2trey 4-8fg 7-7ft,17,3,1,1,0,1,2
"Looney, Kevon",PF,21.9,"$4,800",gsw,por,home, 116-94,24:20,   6pt 2rb 1as 3st 1bl 3-5fg,6,2,1,3,1,0,0
"Jerebko, Jonas",PF,18,"$3,500",gsw,por,home, 116-94,14:52,   9pt 5rb 2as 1trey 3-5fg 2-2ft,9,5,2,0,0,0,1
"Collins, Zach",PF,16.3,"$5,000",por,gsw,away, 94-116,18:25,   8pt 4rb 1as 1bl 1to 2-6fg 4-6ft,8,4,1,0,1,1,0
"Aminu, Al-Farouq",PF,11,"$4,300",por,gsw,away, 94-116,18:41,   3pt 5rb 2as 1to 1-3fg 1-2ft,3,5,2,0,0,1,0
"Turner, Evan",SF,10,"$4,400",por,gsw,away, 94-116,16:15,   0pt 5rb 4as 2to 0-1fg,0,5,4,0,0,2,0
"McKinnie, Alfonzo",SF,6.9,"$3,500",gsw,por,home, 116-94,13:54,   3pt 2rb 1as 1trey 1-2fg,3,2,1,0,0,0,1
"Layman, Jake",SF,0,"$3,500",por,gsw,away, 94-116,2:30,   0pt 0-2fg,0,0,0,0,0,0,0
"Labissiere, Skal",PF,0,"$3,500",por,gsw,away, 94-116,2:30,   0pt 0-1fg,0,0,0,0,0,0,0
"Leonard, Meyers",PF,0,"$3,500",por,gsw,away, 94-116,DNP,   ,0,0,0,0,0,0,0
"Durant, Kevin",SF,0,"$11,000",gsw,por,home, 116-94,NA,   ,0,0,0,0,0,0,0
